Consumer_Timestamp,Producer_timestamp,Date,Time,Datetime,Record Index,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2025-04-04T15:26:45.194263,2025-04-04T14:45:37.842889,05/08/2004,10.00.00,2004-08-05T10:00:00,3544,,1135.0,,11.4,1030.0,,662.0,,1789.0,1104.0,31.7,36.7,1.6843
2025-04-04T15:26:45.194634,2025-04-04T14:45:37.843884,05/08/2004,11.00.00,2004-08-05T11:00:00,3545,,1117.0,,11.2,1020.0,104.0,706.0,115.0,1731.0,973.0,35.8,28.7,1.6626
2025-04-04T15:26:45.195044,2025-04-04T14:45:37.845083,05/08/2004,12.00.00,2004-08-05T12:00:00,3546,,1108.0,,10.2,985.0,98.0,727.0,108.0,1708.0,1001.0,36.8,27.2,1.6623
2025-04-04T15:26:45.195545,2025-04-04T14:45:37.845998,05/08/2004,13.00.00,2004-08-05T13:00:00,3547,,1038.0,,8.2,906.0,66.0,808.0,86.0,1567.0,747.0,38.3,24.5,1.622
2025-04-04T15:26:45.195926,2025-04-04T14:45:37.847048,05/08/2004,14.00.00,2004-08-05T14:00:00,3548,,985.0,,6.6,838.0,60.0,850.0,84.0,1541.0,653.0,34.2,30.8,1.6299
2025-04-04T15:26:45.196426,2025-04-04T14:45:37.848157,05/08/2004,15.00.00,2004-08-05T15:00:00,3549,,1100.0,,6.4,832.0,85.0,767.0,97.0,1695.0,934.0,28.7,51.4,1.9871
2025-04-04T15:26:45.196893,2025-04-04T14:45:37.849499,05/08/2004,16.00.00,2004-08-05T16:00:00,3550,,1067.0,,7.0,855.0,90.0,748.0,102.0,1700.0,811.0,23.9,69.1,2.0202
2025-04-04T15:26:45.197463,2025-04-04T14:45:37.850147,05/08/2004,17.00.00,2004-08-05T17:00:00,3551,,1140.0,,9.6,963.0,122.0,669.0,102.0,1815.0,918.0,21.5,78.8,1.9939
2025-04-04T15:26:45.197976,2025-04-04T14:45:37.851210,05/08/2004,18.00.00,2004-08-05T18:00:00,3552,,1113.0,,9.4,954.0,117.0,682.0,99.0,1801.0,899.0,21.6,78.5,1.994
2025-04-04T15:26:45.198437,2025-04-04T14:45:37.852479,05/08/2004,19.00.00,2004-08-05T19:00:00,3553,,1124.0,,10.2,984.0,115.0,678.0,97.0,1826.0,902.0,21.5,78.4,1.9818
2025-04-04T15:26:45.199145,2025-04-04T14:45:37.853448,05/08/2004,20.00.00,2004-08-05T20:00:00,3554,,1056.0,,7.7,886.0,127.0,732.0,101.0,1721.0,900.0,20.8,80.9,1.9637
2025-04-04T15:26:45.199752,2025-04-04T14:45:37.854471,05/08/2004,21.00.00,2004-08-05T21:00:00,3555,,1002.0,,5.4,783.0,79.0,805.0,92.0,1623.0,875.0,20.7,81.8,1.9717
2025-04-04T15:26:45.200377,2025-04-04T14:45:37.855567,05/08/2004,22.00.00,2004-08-05T22:00:00,3556,,971.0,,5.5,789.0,61.0,816.0,70.0,1594.0,879.0,23.1,70.1,1.9582
2025-04-04T15:26:45.201196,2025-04-04T14:45:37.856258,05/08/2004,23.00.00,2004-08-05T23:00:00,3557,,1001.0,,5.7,799.0,67.0,829.0,72.0,1619.0,859.0,22.7,68.4,1.8627
2025-04-04T15:26:45.201618,2025-04-04T14:45:37.857092,06/08/2004,00.00.00,2004-08-06T00:00:00,3558,,1058.0,,7.2,867.0,93.0,731.0,80.0,1685.0,1048.0,22.1,72.6,1.9105
2025-04-04T15:26:45.201950,2025-04-04T14:45:37.858058,06/08/2004,01.00.00,2004-08-06T01:00:00,3559,,1030.0,,6.8,848.0,77.0,734.0,71.0,1691.0,1048.0,21.8,74.1,1.915
2025-04-04T15:26:45.202355,2025-04-04T14:45:37.859058,06/08/2004,02.00.00,2004-08-06T02:00:00,3560,,950.0,,5.0,762.0,60.0,827.0,69.0,1616.0,959.0,21.9,72.8,1.8944
2025-04-04T15:26:45.202950,2025-04-04T14:45:37.860053,06/08/2004,03.00.00,2004-08-06T03:00:00,3561,,912.0,,4.1,716.0,,875.0,,1586.0,898.0,21.7,73.2,1.8763
2025-04-04T15:26:45.203528,2025-04-04T14:45:37.861140,06/08/2004,04.00.00,2004-08-06T04:00:00,3562,,893.0,,3.4,676.0,45.0,930.0,55.0,1567.0,859.0,21.4,75.5,1.9033
2025-04-04T15:26:45.203781,2025-04-04T14:45:37.861995,06/08/2004,05.00.00,2004-08-06T05:00:00,3563,0.7,938.0,,4.4,734.0,65.0,847.0,57.0,1607.0,947.0,21.4,75.5,1.9069
2025-04-04T15:26:45.204055,2025-04-04T14:45:37.863027,06/08/2004,06.00.00,2004-08-06T06:00:00,3564,1.2,1065.0,,7.7,889.0,94.0,722.0,56.0,1760.0,1081.0,21.9,74.9,1.9396
2025-04-04T15:26:45.204349,2025-04-04T14:45:37.863625,06/08/2004,07.00.00,2004-08-06T07:00:00,3565,2.3,1240.0,,13.6,1102.0,205.0,588.0,72.0,1989.0,1257.0,22.0,75.9,1.9817
2025-04-04T15:26:45.204773,2025-04-04T14:45:37.864908,06/08/2004,08.00.00,2004-08-06T08:00:00,3566,3.0,1307.0,,19.1,1270.0,240.0,516.0,84.0,2191.0,1404.0,22.5,74.9,2.019
2025-04-04T15:26:45.205272,2025-04-04T14:45:37.866209,06/08/2004,09.00.00,2004-08-06T09:00:00,3567,2.9,1229.0,,16.3,1188.0,237.0,557.0,97.0,2033.0,1412.0,24.5,66.2,2.0011
2025-04-04T15:26:45.205805,2025-04-04T14:45:37.866994,06/08/2004,10.00.00,2004-08-06T10:00:00,3568,2.6,1220.0,,14.2,1122.0,245.0,601.0,107.0,1974.0,1428.0,25.6,61.2,1.9808
2025-04-04T15:26:45.206299,2025-04-04T14:45:37.867933,06/08/2004,11.00.00,2004-08-06T11:00:00,3569,2.6,1218.0,,15.6,1168.0,206.0,607.0,117.0,2000.0,1451.0,29.3,48.4,1.9367
2025-04-04T15:26:45.206847,2025-04-04T14:45:37.868771,06/08/2004,12.00.00,2004-08-06T12:00:00,3570,2.6,1171.0,,14.4,1129.0,156.0,631.0,120.0,1911.0,1346.0,33.5,36.0,1.8395
2025-04-04T15:26:45.207280,2025-04-04T14:45:37.869614,06/08/2004,13.00.00,2004-08-06T13:00:00,3571,2.1,1067.0,,10.5,995.0,126.0,717.0,110.0,1730.0,1093.0,35.6,29.8,1.7045
2025-04-04T15:26:45.207665,2025-04-04T14:45:37.870475,06/08/2004,14.00.00,2004-08-06T14:00:00,3572,1.7,1054.0,,10.2,985.0,108.0,735.0,104.0,1742.0,940.0,33.7,33.4,1.7186
2025-04-04T15:26:45.208119,2025-04-04T14:45:37.871360,06/08/2004,15.00.00,2004-08-06T15:00:00,3573,1.9,1051.0,,10.7,1003.0,102.0,711.0,110.0,1715.0,909.0,34.1,33.3,1.7509
2025-04-04T15:26:45.208727,2025-04-04T14:45:37.872419,06/08/2004,16.00.00,2004-08-06T16:00:00,3574,2.5,1103.0,,11.6,1035.0,110.0,672.0,111.0,1834.0,1005.0,31.5,43.5,1.9797
2025-04-04T15:26:45.209075,2025-04-04T14:45:37.873714,06/08/2004,17.00.00,2004-08-06T17:00:00,3575,1.1,970.0,,7.9,894.0,57.0,761.0,64.0,1649.0,756.0,32.5,40.6,1.9481
2025-04-04T15:26:45.209314,2025-04-04T14:45:37.874584,06/08/2004,18.00.00,2004-08-06T18:00:00,3576,2.1,1100.0,,11.7,1038.0,109.0,668.0,92.0,1873.0,1080.0,29.8,45.2,1.8642
2025-04-04T15:26:45.209563,2025-04-04T14:45:37.875511,06/08/2004,19.00.00,2004-08-06T19:00:00,3577,2.6,1129.0,,14.6,1137.0,151.0,606.0,114.0,1952.0,1220.0,27.7,49.9,1.8189
2025-04-04T15:26:45.209841,2025-04-04T14:45:37.876379,06/08/2004,20.00.00,2004-08-06T20:00:00,3578,2.6,1126.0,,13.2,1089.0,153.0,620.0,116.0,1886.0,1208.0,26.4,54.6,1.8459
2025-04-04T15:26:45.210229,2025-04-04T14:45:37.877329,06/08/2004,21.00.00,2004-08-06T21:00:00,3579,1.7,1019.0,,9.8,971.0,103.0,692.0,94.0,1760.0,1057.0,25.5,58.0,1.8611
2025-04-04T15:26:45.210636,2025-04-04T14:45:37.878162,06/08/2004,22.00.00,2004-08-06T22:00:00,3580,1.5,1011.0,,8.8,930.0,76.0,728.0,77.0,1723.0,1009.0,25.1,59.9,1.8797
2025-04-04T15:26:45.211021,2025-04-04T14:45:37.879388,06/08/2004,23.00.00,2004-08-06T23:00:00,3581,1.8,1039.0,,10.4,991.0,93.0,685.0,74.0,1820.0,1088.0,24.1,63.5,1.8828
2025-04-04T15:26:45.211342,2025-04-04T14:45:37.880487,07/08/2004,00.00.00,2004-08-07T00:00:00,3582,1.4,974.0,,8.5,920.0,75.0,718.0,62.0,1755.0,1062.0,23.8,65.0,1.8897
2025-04-04T15:26:45.211675,2025-04-04T14:45:37.881641,07/08/2004,01.00.00,2004-08-07T01:00:00,3583,1.2,925.0,,6.4,831.0,57.0,789.0,57.0,1662.0,975.0,23.4,64.9,1.843
2025-04-04T15:26:45.211985,2025-04-04T14:45:37.882249,07/08/2004,02.00.00,2004-08-07T02:00:00,3584,0.7,810.0,,3.4,674.0,32.0,976.0,45.0,1530.0,793.0,24.4,58.6,1.7714
2025-04-04T15:26:45.212298,2025-04-04T14:45:37.883450,07/08/2004,03.00.00,2004-08-07T03:00:00,3585,0.6,800.0,,2.6,627.0,,1032.0,,1519.0,787.0,23.3,63.3,1.7895
2025-04-04T15:26:45.212624,2025-04-04T14:45:37.884358,07/08/2004,04.00.00,2004-08-07T04:00:00,3586,0.7,813.0,,2.9,645.0,42.0,990.0,49.0,1530.0,802.0,21.9,67.1,1.7414
2025-04-04T15:26:45.213097,2025-04-04T14:45:37.885420,07/08/2004,05.00.00,2004-08-07T05:00:00,3587,0.5,788.0,,2.3,604.0,37.0,1068.0,45.0,1507.0,754.0,23.6,61.2,1.7588
2025-04-04T15:26:45.213578,2025-04-04T14:45:37.886143,07/08/2004,06.00.00,2004-08-07T06:00:00,3588,0.6,815.0,,3.3,670.0,44.0,971.0,44.0,1538.0,774.0,22.6,63.4,1.7136
2025-04-04T15:26:45.214462,2025-04-04T14:45:37.886864,07/08/2004,07.00.00,2004-08-07T07:00:00,3589,0.9,868.0,,5.1,771.0,51.0,840.0,43.0,1608.0,860.0,22.9,62.6,1.7253
2025-04-04T15:26:45.214929,2025-04-04T14:45:37.888001,07/08/2004,08.00.00,2004-08-07T08:00:00,3590,1.2,951.0,,7.7,886.0,74.0,742.0,51.0,1705.0,988.0,23.3,61.8,1.7504
2025-04-04T15:26:45.215363,2025-04-04T14:45:37.889163,07/08/2004,09.00.00,2004-08-07T09:00:00,3591,2.0,1075.0,,10.5,996.0,115.0,649.0,84.0,1838.0,1113.0,25.4,56.2,1.7961
2025-04-04T15:26:45.215750,2025-04-04T14:45:37.890077,07/08/2004,10.00.00,2004-08-07T10:00:00,3592,1.9,1058.0,,10.9,1012.0,109.0,676.0,96.0,1782.0,1063.0,30.6,41.9,1.8104
2025-04-04T15:26:45.216203,2025-04-04T14:45:37.890975,07/08/2004,11.00.00,2004-08-07T11:00:00,3593,1.7,1012.0,,8.4,914.0,80.0,760.0,88.0,1653.0,858.0,33.5,34.0,1.73
2025-04-04T15:26:45.216438,2025-04-04T14:45:37.892050,07/08/2004,12.00.00,2004-08-07T12:00:00,3594,1.2,929.0,,6.0,811.0,57.0,862.0,67.0,1541.0,642.0,35.5,29.8,1.7004
2025-04-04T15:26:45.216719,2025-04-04T14:45:37.892825,07/08/2004,13.00.00,2004-08-07T13:00:00,3595,1.1,902.0,,6.0,813.0,56.0,875.0,64.0,1518.0,588.0,37.5,24.7,1.5637
2025-04-04T15:26:45.217054,2025-04-04T14:45:37.893822,07/08/2004,14.00.00,2004-08-07T14:00:00,3596,1.0,836.0,,4.7,750.0,43.0,960.0,54.0,1390.0,484.0,35.1,25.2,1.402
2025-04-04T15:26:45.217356,2025-04-04T14:45:37.895159,07/08/2004,15.00.00,2004-08-07T15:00:00,3597,1.0,858.0,,5.3,776.0,43.0,947.0,56.0,1431.0,498.0,38.1,21.1,1.3863
2025-04-04T15:26:45.217642,2025-04-04T14:45:37.896251,07/08/2004,16.00.00,2004-08-07T16:00:00,3598,1.0,886.0,,5.8,803.0,51.0,939.0,68.0,1460.0,538.0,38.5,21.8,1.4653
2025-04-04T15:26:45.217941,2025-04-04T14:45:37.897284,07/08/2004,17.00.00,2004-08-07T17:00:00,3599,1.2,974.0,,6.5,833.0,46.0,864.0,67.0,1577.0,565.0,36.8,29.5,1.8037
2025-04-04T15:26:45.218223,2025-04-04T14:45:37.898338,07/08/2004,18.00.00,2004-08-07T18:00:00,3600,1.6,1008.0,,8.4,915.0,71.0,783.0,95.0,1643.0,672.0,34.9,33.4,1.8384
2025-04-04T15:26:45.218510,2025-04-04T14:45:37.898994,07/08/2004,19.00.00,2004-08-07T19:00:00,3601,1.6,990.0,,8.3,912.0,65.0,777.0,86.0,1648.0,689.0,32.2,37.4,1.7655
2025-04-04T15:26:45.218799,2025-04-04T14:45:37.899767,07/08/2004,20.00.00,2004-08-07T20:00:00,3602,1.6,981.0,,8.4,917.0,78.0,740.0,93.0,1649.0,714.0,29.7,41.7,1.7081
2025-04-04T15:26:45.219204,2025-04-04T14:45:37.900524,07/08/2004,21.00.00,2004-08-07T21:00:00,3603,1.3,954.0,,6.4,828.0,51.0,793.0,68.0,1589.0,631.0,27.7,47.4,1.7344
2025-04-04T15:26:45.219447,2025-04-04T14:45:37.901758,07/08/2004,22.00.00,2004-08-07T22:00:00,3604,1.9,1030.0,,10.3,988.0,84.0,686.0,95.0,1751.0,829.0,27.3,49.4,1.7602
2025-04-04T15:26:45.219805,2025-04-04T14:45:37.902689,07/08/2004,23.00.00,2004-08-07T23:00:00,3605,1.9,1033.0,,10.9,1011.0,89.0,681.0,93.0,1768.0,875.0,26.3,51.3,1.7251
2025-04-04T15:26:45.220130,2025-04-04T14:45:37.903593,08/08/2004,00.00.00,2004-08-08T00:00:00,3606,1.5,963.0,,7.4,872.0,65.0,767.0,69.0,1617.0,803.0,25.7,54.1,1.7546
2025-04-04T15:26:45.220672,2025-04-04T14:45:37.904148,08/08/2004,01.00.00,2004-08-08T01:00:00,3607,1.1,918.0,,5.8,805.0,43.0,816.0,55.0,1571.0,759.0,25.4,55.1,1.7628
2025-04-04T15:26:45.221312,2025-04-04T14:45:37.904942,08/08/2004,02.00.00,2004-08-08T02:00:00,3608,0.8,868.0,,4.5,736.0,32.0,894.0,39.0,1548.0,638.0,24.9,57.3,1.7822
2025-04-04T15:26:45.222020,2025-04-04T14:45:37.905548,08/08/2004,03.00.00,2004-08-08T03:00:00,3609,0.9,886.0,,4.6,744.0,,869.0,,1590.0,700.0,24.1,61.8,1.8339
2025-04-04T15:26:45.222472,2025-04-04T14:45:37.906355,08/08/2004,04.00.00,2004-08-08T04:00:00,3610,0.6,813.0,,2.4,609.0,22.0,1017.0,33.0,1473.0,615.0,23.9,61.2,1.7871
2025-04-04T15:26:45.222775,2025-04-04T14:45:37.906929,08/08/2004,05.00.00,2004-08-08T05:00:00,3611,0.6,815.0,,2.4,616.0,21.0,1080.0,29.0,1532.0,596.0,23.8,61.3,1.7881
2025-04-04T15:26:45.223065,2025-04-04T14:45:37.907949,08/08/2004,06.00.00,2004-08-08T06:00:00,3612,0.7,815.0,,2.6,627.0,27.0,1049.0,36.0,1518.0,650.0,23.4,61.7,1.7495
2025-04-04T15:26:45.223362,2025-04-04T14:45:37.909186,08/08/2004,07.00.00,2004-08-08T07:00:00,3613,0.6,835.0,,2.8,638.0,31.0,1024.0,38.0,1506.0,655.0,24.3,58.4,1.7508
2025-04-04T15:26:45.223693,2025-04-04T14:45:37.910206,08/08/2004,08.00.00,2004-08-08T08:00:00,3614,1.0,921.0,,4.5,738.0,46.0,901.0,47.0,1585.0,779.0,25.1,56.6,1.7798
2025-04-04T15:26:45.223938,2025-04-04T14:45:37.911140,08/08/2004,09.00.00,2004-08-08T09:00:00,3615,1.2,963.0,,5.2,774.0,62.0,839.0,64.0,1621.0,758.0,27.3,51.3,1.835
2025-04-04T15:26:45.224194,2025-04-04T14:45:37.912531,08/08/2004,10.00.00,2004-08-08T10:00:00,3616,1.0,935.0,,4.2,724.0,43.0,936.0,49.0,1574.0,598.0,29.5,45.9,1.8662
2025-04-04T15:26:45.224512,2025-04-04T14:45:37.913397,08/08/2004,11.00.00,2004-08-08T11:00:00,3617,1.3,1007.0,,4.8,751.0,53.0,849.0,64.0,1649.0,643.0,27.6,52.4,1.9055
2025-04-04T15:26:45.224738,2025-04-04T14:45:37.914414,08/08/2004,12.00.00,2004-08-08T12:00:00,3618,1.4,1032.0,,4.6,744.0,87.0,813.0,79.0,1695.0,778.0,25.4,68.0,2.1806
2025-04-04T15:26:45.225005,2025-04-04T14:45:37.915264,08/08/2004,13.00.00,2004-08-08T13:00:00,3619,0.8,901.0,,3.6,689.0,36.0,964.0,45.0,1543.0,522.0,32.2,40.3,1.8999
2025-04-04T15:26:45.225272,2025-04-04T14:45:37.916486,08/08/2004,14.00.00,2004-08-08T14:00:00,3620,0.6,851.0,,2.6,627.0,21.0,1129.0,30.0,1433.0,419.0,31.6,38.9,1.7838
2025-04-04T15:26:45.225587,2025-04-04T14:45:37.917388,08/08/2004,15.00.00,2004-08-08T15:00:00,3621,0.7,877.0,,3.0,655.0,27.0,1061.0,35.0,1471.0,444.0,33.0,37.3,1.8481
2025-04-04T15:26:45.225887,2025-04-04T14:45:37.918279,08/08/2004,16.00.00,2004-08-08T16:00:00,3622,0.8,909.0,,3.6,690.0,29.0,1039.0,37.0,1488.0,474.0,35.1,32.1,1.7841
2025-04-04T15:26:45.226150,2025-04-04T14:45:37.919145,08/08/2004,17.00.00,2004-08-08T17:00:00,3623,0.9,908.0,,4.1,715.0,38.0,988.0,46.0,1479.0,495.0,35.0,31.1,1.7173
2025-04-04T15:26:45.226433,2025-04-04T14:45:37.919975,08/08/2004,18.00.00,2004-08-08T18:00:00,3624,1.0,926.0,,5.0,763.0,41.0,949.0,54.0,1491.0,504.0,33.8,32.1,1.6596
2025-04-04T15:26:45.226714,2025-04-04T14:45:37.920993,08/08/2004,19.00.00,2004-08-08T19:00:00,3625,1.5,1010.0,,6.5,836.0,66.0,848.0,79.0,1577.0,616.0,31.1,38.8,1.7295
2025-04-04T15:26:45.227075,2025-04-04T14:45:37.922146,08/08/2004,20.00.00,2004-08-08T20:00:00,3626,1.5,1031.0,,7.3,868.0,63.0,798.0,79.0,1634.0,690.0,29.0,46.1,1.8141
2025-04-04T15:26:45.227405,2025-04-04T14:45:37.923009,08/08/2004,21.00.00,2004-08-08T21:00:00,3627,1.7,1070.0,,8.1,905.0,88.0,745.0,98.0,1702.0,846.0,28.1,50.6,1.8969
2025-04-04T15:26:45.227831,2025-04-04T14:45:37.924018,08/08/2004,22.00.00,2004-08-08T22:00:00,3628,1.9,1124.0,,10.4,992.0,87.0,660.0,93.0,1791.0,1013.0,27.1,54.7,1.9284
2025-04-04T15:26:45.228315,2025-04-04T14:45:37.925143,08/08/2004,23.00.00,2004-08-08T23:00:00,3629,1.7,1066.0,,9.0,940.0,86.0,683.0,89.0,1744.0,978.0,26.6,56.4,1.9349
2025-04-04T15:26:45.228941,2025-04-04T14:45:37.925962,09/08/2004,00.00.00,2004-08-09T00:00:00,3630,1.2,1001.0,,6.5,836.0,49.0,771.0,57.0,1662.0,821.0,25.8,60.4,1.9759
2025-04-04T15:26:45.229371,2025-04-04T14:45:37.926987,09/08/2004,01.00.00,2004-08-09T01:00:00,3631,1.1,967.0,,6.3,824.0,40.0,774.0,51.0,1637.0,862.0,25.5,61.6,1.9804
2025-04-04T15:26:45.229788,2025-04-04T14:45:37.927827,09/08/2004,02.00.00,2004-08-09T02:00:00,3632,0.8,901.0,,4.4,733.0,27.0,888.0,39.0,1605.0,755.0,24.9,63.5,1.9647
2025-04-04T15:26:45.230290,2025-04-04T14:45:37.928954,09/08/2004,03.00.00,2004-08-09T03:00:00,3633,0.5,835.0,,2.8,638.0,,997.0,,1526.0,715.0,24.3,65.1,1.9475
2025-04-04T15:26:45.230688,2025-04-04T14:45:37.929992,09/08/2004,04.00.00,2004-08-09T04:00:00,3634,,820.0,,2.2,598.0,23.0,1065.0,30.0,1511.0,684.0,23.8,65.7,1.9079
2025-04-04T15:26:45.231099,2025-04-04T14:45:37.931021,09/08/2004,05.00.00,2004-08-09T05:00:00,3635,0.7,896.0,,3.7,694.0,58.0,941.0,46.0,1583.0,853.0,23.2,68.0,1.9045
2025-04-04T15:26:45.231482,2025-04-04T14:45:37.932160,09/08/2004,06.00.00,2004-08-09T06:00:00,3636,1.2,996.0,,7.4,872.0,87.0,756.0,55.0,1727.0,990.0,23.2,67.5,1.899
2025-04-04T15:26:45.231965,2025-04-04T14:45:37.933398,09/08/2004,07.00.00,2004-08-09T07:00:00,3637,2.3,1159.0,,15.1,1151.0,143.0,579.0,63.0,2005.0,1206.0,24.3,63.3,1.8929
2025-04-04T15:26:45.232329,2025-04-04T14:45:37.934226,09/08/2004,08.00.00,2004-08-09T08:00:00,3638,2.5,1185.0,,15.1,1152.0,96.0,578.0,42.0,2003.0,1274.0,25.5,59.7,1.9193
2025-04-04T15:26:45.232738,2025-04-04T14:45:37.935172,09/08/2004,09.00.00,2004-08-09T09:00:00,3639,2.4,1168.0,,14.7,1138.0,16.0,585.0,5.0,1946.0,1336.0,27.7,52.5,1.9138
2025-04-04T15:26:45.233106,2025-04-04T14:45:37.936042,09/08/2004,10.00.00,2004-08-09T10:00:00,3640,1.4,1044.0,,9.8,970.0,54.0,715.0,39.0,1751.0,1068.0,31.8,38.9,1.8005
2025-04-04T15:26:45.233445,2025-04-04T14:45:37.936924,09/08/2004,11.00.00,2004-08-09T11:00:00,3641,1.2,983.0,,8.0,897.0,42.0,800.0,39.0,1608.0,804.0,32.7,34.1,1.6592
2025-04-04T15:26:45.233750,2025-04-04T14:45:37.938119,09/08/2004,12.00.00,2004-08-09T12:00:00,3642,1.6,1032.0,,8.3,912.0,72.0,764.0,71.0,1661.0,826.0,34.3,31.5,1.6745
2025-04-04T15:26:45.234137,2025-04-04T14:45:37.939279,09/08/2004,13.00.00,2004-08-09T13:00:00,3643,1.4,1019.0,,7.7,889.0,54.0,787.0,65.0,1630.0,745.0,34.2,31.5,1.6675
2025-04-04T15:26:45.234496,2025-04-04T14:45:37.940449,09/08/2004,14.00.00,2004-08-09T14:00:00,3644,1.2,982.0,,6.7,844.0,52.0,835.0,71.0,1567.0,638.0,33.9,32.3,1.6809
2025-04-04T15:26:45.234789,2025-04-04T14:45:37.941309,09/08/2004,15.00.00,2004-08-09T15:00:00,3645,1.5,1016.0,,7.5,880.0,64.0,783.0,72.0,1617.0,684.0,34.4,31.9,1.7005
2025-04-04T15:26:45.235285,2025-04-04T14:45:37.942215,09/08/2004,16.00.00,2004-08-09T16:00:00,3646,1.4,,,,,70.0,,76.0,,,,,
2025-04-04T15:26:45.235876,2025-04-04T14:45:37.943137,09/08/2004,17.00.00,2004-08-09T17:00:00,3647,1.5,,,,,65.0,,75.0,,,,,
2025-04-04T15:26:45.236344,2025-04-04T14:45:37.944205,09/08/2004,18.00.00,2004-08-09T18:00:00,3648,1.7,,,,,80.0,,86.0,,,,,
2025-04-04T15:26:45.236718,2025-04-04T14:45:37.945586,09/08/2004,19.00.00,2004-08-09T19:00:00,3649,2.2,,,,,88.0,,96.0,,,,,
2025-04-04T15:26:45.237101,2025-04-04T14:45:37.946493,09/08/2004,20.00.00,2004-08-09T20:00:00,3650,1.9,1091.0,,8.6,925.0,81.0,730.0,95.0,1685.0,1020.0,29.8,41.7,1.7167
2025-04-04T15:26:45.237497,2025-04-04T14:45:37.947463,09/08/2004,21.00.00,2004-08-09T21:00:00,3651,1.6,1109.0,,9.7,965.0,59.0,696.0,74.0,1742.0,1100.0,28.8,45.9,1.7884
2025-04-04T15:26:45.237793,2025-04-04T14:45:37.948348,09/08/2004,22.00.00,2004-08-09T22:00:00,3652,1.5,1098.0,,9.1,944.0,69.0,687.0,76.0,1772.0,1086.0,28.2,51.1,1.9221
2025-04-04T15:26:45.238086,2025-04-04T14:45:37.949303,09/08/2004,23.00.00,2004-08-09T23:00:00,3653,1.4,1088.0,,9.1,945.0,58.0,674.0,66.0,1765.0,1060.0,27.5,54.4,1.9705
2025-04-04T15:26:45.238382,2025-04-04T14:45:37.950109,10/08/2004,00.00.00,2004-08-10T00:00:00,3654,1.0,1035.0,,7.0,859.0,33.0,732.0,49.0,1680.0,996.0,27.4,55.0,1.9827
2025-04-04T15:26:45.238672,2025-04-04T14:45:37.951143,10/08/2004,01.00.00,2004-08-10T01:00:00,3655,0.7,942.0,,4.9,758.0,17.0,824.0,29.0,1567.0,856.0,28.1,51.6,1.9269
2025-04-04T15:26:45.238962,2025-04-04T14:45:37.951952,10/08/2004,02.00.00,2004-08-10T02:00:00,3656,0.5,902.0,,3.5,680.0,6.0,919.0,11.0,1535.0,722.0,26.3,56.5,1.9027
2025-04-04T15:26:45.239360,2025-04-04T14:45:37.953033,10/08/2004,03.00.00,2004-08-10T03:00:00,3657,0.5,919.0,,3.9,704.0,,861.0,,1603.0,860.0,24.4,65.0,1.9612
2025-04-04T15:26:45.239691,2025-04-04T14:45:37.954124,10/08/2004,04.00.00,2004-08-10T04:00:00,3658,0.5,875.0,,3.2,665.0,20.0,919.0,25.0,1559.0,772.0,24.4,63.6,1.9218
2025-04-04T15:26:45.239932,2025-04-04T14:45:37.954915,10/08/2004,05.00.00,2004-08-10T05:00:00,3659,0.7,927.0,,4.7,747.0,58.0,830.0,34.0,1633.0,910.0,23.5,67.4,1.9305
2025-04-04T15:26:45.240196,2025-04-04T14:45:37.955828,10/08/2004,06.00.00,2004-08-10T06:00:00,3660,1.2,1032.0,,7.6,883.0,106.0,718.0,42.0,1742.0,1051.0,23.4,65.7,1.872
2025-04-04T15:26:45.240447,2025-04-04T14:45:37.956870,10/08/2004,07.00.00,2004-08-10T07:00:00,3661,2.2,1193.0,,14.7,1139.0,143.0,563.0,47.0,2009.0,1257.0,24.5,61.3,1.8522
2025-04-04T15:26:45.240765,2025-04-04T14:45:37.957848,10/08/2004,08.00.00,2004-08-10T08:00:00,3662,2.9,1268.0,,18.7,1259.0,167.0,519.0,62.0,2114.0,1410.0,26.0,55.8,1.8536
2025-04-04T15:26:45.241066,2025-04-04T14:45:37.959428,10/08/2004,09.00.00,2004-08-10T09:00:00,3663,2.6,1238.0,,14.8,1144.0,188.0,565.0,81.0,1939.0,1433.0,28.5,48.5,1.8607
2025-04-04T15:26:45.241465,2025-04-04T14:45:37.960538,10/08/2004,10.00.00,2004-08-10T10:00:00,3664,2.6,1230.0,,14.5,1133.0,164.0,604.0,90.0,1909.0,1413.0,33.6,35.7,1.8229
2025-04-04T15:26:45.241843,2025-04-04T14:45:37.961886,10/08/2004,11.00.00,2004-08-10T11:00:00,3665,2.2,1161.0,,12.7,1074.0,128.0,646.0,95.0,1777.0,1206.0,36.5,28.9,1.7359
2025-04-04T15:26:45.242343,2025-04-04T14:45:37.962935,10/08/2004,12.00.00,2004-08-10T12:00:00,3666,1.5,1048.0,,9.2,949.0,88.0,764.0,86.0,1607.0,831.0,39.0,23.7,1.6346
2025-04-04T15:26:45.242778,2025-04-04T14:45:37.964201,10/08/2004,13.00.00,2004-08-10T13:00:00,3667,0.9,929.0,,4.8,752.0,51.0,955.0,64.0,1385.0,544.0,38.8,23.7,1.6093
